default_label,age,gender,edu,housing,income,job_occupation,past_bad_credit,married
0,51,1,4,0,11035.96507,2,1,1
0,58,0,2,0,14166.39605,0,1,0
0,49,0,2,1,4584.121351,0,1,0
0,42,0,1,1,12470.67527,0,1,0
0,23,0,3,0,1430.8753,1,1,1
0,51,0,3,1,6236.235266,0,1,1
0,55,0,2,1,4493.383429,0,1,0
0,25,0,2,0,12683.94908,1,1,0
0,47,0,2,1,1946.552166,0,1,1
0,64,0,2,1,5685.257793,0,1,1
0,47,0,1,1,4760.135087,0,1,0
0,64,0,3,0,14542.30654,2,1,1
0,33,0,3,0,3353.362765,0,1,0
0,62,1,1,1,5482.751347,2,1,1
0,26,0,0,1,1944.143068,1,1,1
0,58,0,1,1,8471.882411,0,1,0
0,42,1,2,1,16409.02097,0,1,0
0,64,1,2,1,10910.39168,2,1,1
0,43,1,2,1,8563.213525,0,1,1
0,27,0,2,0,9394.270717,1,1,0
0,17,1,2,0,4772.8745,0,1,0
0,55,1,2,1,10655.50357,2,1,0
0,65,0,3,1,3012.450524,0,1,1
0,27,0,1,1,17749.22375,0,1,0
0,19,1,2,0,4298.043917,1,1,0
0,52,1,3,0,12409.85606,0,1,1
0,38,0,2,1,12878.96308,1,1,1
0,17,1,2,0,9618.408807,1,1,0
0,66,0,1,1,5969.706182,1,1,1
0,61,0,2,1,2080.231344,0,1,1
0,63,1,2,1,16848.05375,0,1,0
1,65,0,0,0,4265.385235,1,1,1
0,52,0,0,1,2456.348126,1,1,1
0,17,1,4,0,13102.23819,0,1,0
0,19,1,2,0,2802.353625,0,1,0
0,65,0,4,0,6441.516457,0,1,1
0,64,0,2,1,12888.35892,0,1,0
0,30,1,1,0,3072.595963,0,1,1
0,34,0,0,1,2236.624395,0,1,1
0,28,0,2,1,2135.712684,0,1,0
0,51,0,0,1,1464.434339,0,1,1
0,62,1,1,1,5387.749983,0,1,0
0,36,0,0,1,2453.497919,1,1,1
0,38,0,1,1,1324.681719,0,1,1
0,25,1,3,0,4705.046953,1,1,1
0,61,0,0,1,2060.51573,0,1,1
0,38,0,3,0,12625.6095,0,1,1
0,64,1,2,1,14200.68482,0,1,0
0,21,0,3,0,10779.99525,0,1,0
0,49,0,1,1,1887.480318,0,0,0
0,54,0,1,0,1818.459287,0,1,1
0,60,1,3,1,1623.434062,0,1,1
0,39,1,1,0,6576.420603,0,1,1
0,54,1,2,1,3703.112523,0,1,0
0,54,0,1,1,2450.21805,1,1,0
0,28,0,2,0,12009.91984,0,1,1
0,21,0,2,0,10754.85394,0,1,0
0,17,0,2,0,5984.783699,1,1,0
0,18,0,0,0,1309.474429,0,1,0
0,64,0,0,1,776.777288,0,1,1
0,25,0,3,0,6131.503684,1,1,1
0,23,0,3,0,5796.862349,0,1,1
0,47,0,2,1,9629.185899,0,1,0
0,35,1,4,1,6959.980605,0,1,0
0,59,0,2,1,12944.52475,0,1,0
0,38,0,3,1,8600.749249,1,1,1
0,65,0,2,1,9048.413059,2,1,1
0,41,1,2,1,8342.341837,0,1,0
0,31,1,3,1,21952.10553,0,1,1
0,51,1,3,1,20484.9729,2,1,1
0,46,1,2,1,4775.443395,1,1,1
0,65,0,1,1,2522.739694,0,1,0
0,65,1,1,1,1897.866189,0,1,0
0,61,0,1,1,5020.978277,0,1,0
0,51,1,2,1,2788.449902,0,1,1
0,45,1,1,1,8183.153967,1,1,0
0,58,0,1,1,1949.933343,0,1,1
0,39,0,0,1,4499.074553,1,1,1
0,22,1,1,0,16360.76973,0,1,0
0,56,0,2,1,6548.785058,1,1,1
0,60,0,1,1,1305.696261,0,1,1
0,38,0,2,0,9705.806094,0,1,0
0,52,0,2,0,8965.549784,1,1,1
0,32,0,3,0,7032.64786,1,1,1
0,64,0,1,1,8788.325886,0,0,1
0,22,0,3,0,13952.27804,0,1,0
0,23,0,3,0,15993.02799,0,1,1
0,54,1,1,1,2507.794212,0,1,1
0,41,1,4,1,7221.102063,0,1,0
0,36,1,1,0,7810.215538,0,1,1
0,49,0,2,0,3962.751785,0,1,0
0,17,0,0,0,678.9241383,0,1,0
0,53,1,2,1,16166.31287,1,1,0
0,23,1,3,0,5612.622471,1,1,1
0,33,1,3,0,8443.136335,1,1,0
0,51,0,2,0,3510.319286,1,1,0
1,65,0,0,0,2923.360645,0,1,0
0,23,1,3,1,17578.76963,1,1,0
0,65,0,0,0,1631.032492,0,1,0
0,56,0,1,1,3206.201119,0,1,0
0,59,0,2,1,11948.7744,1,1,1
0,38,1,0,0,7226.963584,1,1,0
0,47,0,3,1,5199.597269,0,0,0
0,61,1,0,1,1617.195505,1,1,0
0,45,0,2,0,9073.679474,0,1,0
0,59,0,0,1,4861.497061,1,1,0
0,57,0,2,1,8510.052022,0,1,1
0,33,1,3,1,2872.918976,0,1,1
0,50,0,0,1,1811.406119,1,1,1
0,53,0,1,1,7100.697884,0,1,1
0,61,1,2,1,14660.1129,2,1,1
0,54,1,2,1,16056.8598,0,1,1
0,36,0,0,0,1591.278219,1,1,0
0,22,0,1,0,1440.420281,0,1,0
0,35,1,2,0,5270.947466,0,1,1
0,19,0,3,0,1708.63105,0,1,0
0,32,1,1,0,8069.423793,0,1,0
0,21,1,1,0,6395.608599,0,1,0
0,64,0,3,0,13983.42227,0,1,0
0,60,0,2,0,15199.51514,0,1,1
0,53,1,3,1,2600.437069,0,1,0
0,40,0,2,0,3575.09511,0,1,0
0,27,0,0,0,1619.499981,0,1,1
0,34,0,2,1,6360.687477,0,1,0
0,46,1,3,1,4251.932232,0,1,1
0,33,1,3,1,19793.78578,1,1,0
0,41,0,0,1,2213.790012,0,1,0
0,40,1,3,0,16650.86416,0,1,0
0,52,0,0,1,,0,1,1
0,23,1,3,0,17648.22227,0,1,1
0,38,0,3,1,3957.758029,0,1,1
0,56,1,0,1,1510.819712,0,1,0
0,34,1,3,1,1447.139555,0,1,1
0,47,0,1,0,2772.967707,1,1,1
0,62,0,1,1,1030.963719,1,1,0
0,47,0,3,1,4404.692172,1,1,1
0,35,1,1,1,9543.801032,1,1,1
0,39,0,2,0,2315.727803,0,1,1
0,66,1,2,1,6446.051563,0,1,1
0,27,0,0,0,891.8565529,0,1,0
0,65,0,2,1,7944.933947,0,1,0
0,31,1,2,1,7850.571519,0,1,0
0,20,0,1,0,5856.317021,1,1,0
0,55,1,1,1,5757.178848,1,1,0
0,65,1,1,1,969.2489219,0,1,1
0,65,1,3,1,19060.37001,2,1,0
0,49,0,2,1,16327.45738,1,1,0
0,48,0,1,1,4210.076948,0,1,1
0,33,0,1,0,7883.56288,0,1,1
0,57,1,2,1,1674.341555,2,1,0
0,60,0,1,1,1163.264215,0,1,0
0,53,1,0,1,2523.832253,1,1,0
0,60,0,1,1,2578.040332,0,1,1
0,43,1,1,0,4907.121984,0,1,1
0,64,1,2,1,7951.429597,0,1,1
0,20,0,1,0,4647.20382,0,1,0
0,21,0,0,0,947.5147835,1,1,0
0,57,0,1,1,2488.292226,0,1,1
1,26,1,0,1,1112.935329,1,1,0
0,64,1,0,1,7294.447386,0,1,1
0,42,0,3,1,2055.756101,1,1,1
0,29,0,0,0,2336.3536,1,1,1
0,29,1,1,1,5913.684735,1,1,1
0,30,1,2,0,14777.46639,0,1,1
0,39,0,0,0,704.0946256,1,1,0
0,30,0,1,1,2318.765984,1,1,0
0,41,0,2,1,10542.40652,1,1,1
0,64,1,3,1,5709.294471,0,1,1
0,29,0,0,1,1572.852215,0,1,1
0,28,0,3,0,4671.272327,1,1,0
0,65,0,1,1,13251.14954,1,1,0
0,63,1,0,1,1113.569803,1,1,1
0,49,1,1,1,1623.361353,0,1,1
0,52,0,0,1,2549.739153,0,1,1
1,48,0,1,1,2814.269361,0,1,0
0,21,1,2,0,3137.686612,1,1,0
0,32,1,0,1,2512.027278,0,1,0
0,45,1,2,1,8765.512236,1,1,0
0,63,0,3,1,11162.77502,2,1,0
0,49,1,3,1,18373.92843,0,1,1
0,66,1,4,0,28640.79642,2,1,1
0,37,0,1,1,5036.053366,0,1,1
0,29,0,0,0,6804.54853,1,1,0
0,48,1,4,1,5087.802322,0,1,1
0,33,1,1,1,3382.811915,0,1,0
0,53,1,3,1,17570.28899,0,1,1
0,34,1,2,1,11352.29145,0,1,1
0,33,1,1,0,6051.455214,0,1,0
0,20,1,2,0,14975.01911,0,1,0
0,64,0,2,1,16865.90075,2,1,1
0,45,1,1,1,11783.44793,1,1,1
0,61,1,1,1,13022.96246,0,1,1
0,46,0,1,0,1993.345734,1,1,1
0,49,0,0,1,2316.810628,0,0,0
0,19,1,2,0,8416.318956,1,1,0
0,23,0,3,0,5820.554709,0,1,0
0,47,0,1,1,11762.70202,0,1,0
0,49,0,3,1,8643.288044,0,1,0
0,24,0,1,1,1982.784891,1,1,0
0,43,0,3,0,12441.91283,1,1,0
0,28,0,0,0,848.6014177,0,1,1
0,56,1,1,1,8374.022972,1,1,0
0,40,0,1,1,7953.026256,0,1,0
0,47,0,2,1,16843.42625,0,1,1
0,29,0,1,0,5223.596687,1,1,1
0,65,0,1,1,14981.37486,0,1,0
0,31,0,2,0,17277.20139,0,1,0
0,34,0,3,1,11614.16366,0,1,0
0,36,0,0,1,2392.797454,0,1,1
0,23,1,1,0,4680.113753,0,1,0
0,36,0,2,1,7040.438291,1,1,1
0,44,1,3,0,27151.23956,0,1,0
0,56,0,0,1,2197.935046,0,1,1
0,57,1,3,1,8479.097121,0,1,0
0,22,0,0,0,1377.648817,0,1,1
0,45,0,0,1,1200.292793,1,1,0
0,65,0,1,1,4043.82502,0,1,1
0,40,0,2,1,11158.3354,1,1,1
0,57,0,1,1,4481.105494,0,1,1
0,46,0,3,1,16159.01593,1,1,0
0,45,0,3,1,2193.176133,0,1,1
0,58,0,0,1,6500.200782,1,1,0
0,56,1,4,1,15807.51051,2,1,0
0,53,0,3,1,11035.4224,1,1,0
0,41,1,3,1,1401.276512,1,1,1
0,18,0,2,0,3094.512169,0,1,0
0,40,1,2,0,4428.010365,0,1,0
0,44,0,2,1,7199.156946,1,1,0
0,49,0,1,1,15466.50269,0,1,1
0,39,0,2,1,11924.71327,0,1,0
0,18,0,2,0,6172.516455,0,1,0
0,54,0,2,1,2366.270441,0,1,1
0,29,1,2,0,1488.281785,0,1,1
0,35,1,3,1,4445.846302,0,1,1
1,17,0,3,0,13285.67477,0,1,0
0,33,1,3,1,19912.08012,0,1,0
0,25,0,1,0,4141.292599,1,1,1
0,36,1,4,1,5497.775894,1,0,0
0,42,0,3,1,21417.58154,0,1,1
0,44,0,2,1,2497.71074,0,1,0
0,54,1,2,1,12863.28876,0,1,1
0,35,0,1,0,4025.432583,1,1,1
0,21,0,1,0,1461.424122,0,1,0
0,32,1,3,1,3903.53244,1,1,0
0,55,0,1,1,7096.536689,0,1,1
0,47,0,1,1,6498.310672,0,1,1
0,46,1,1,1,2513.39499,0,1,0
0,18,0,2,0,13225.88807,0,1,0
0,27,1,1,1,1591.370332,0,0,1
0,31,0,1,0,9394.174265,0,1,0
0,50,0,1,1,6339.237814,0,1,0
0,59,1,4,1,26477.27511,0,1,1
0,63,0,2,1,15801.18018,0,1,0
0,30,1,3,1,18216.45572,0,1,1
0,63,1,2,1,14101.41766,0,1,1
0,20,0,3,0,17386.09533,1,1,0
0,19,1,3,0,2466.493514,0,1,0
0,38,0,0,1,2050.394444,1,1,1
0,26,0,3,0,5415.984851,0,1,0
0,28,1,1,1,1490.817128,0,1,1
0,25,0,3,1,17027.69757,0,1,1
0,54,0,2,1,20028.64923,0,1,0
0,28,1,1,0,6928.394018,0,1,1
0,28,1,1,0,907.2070086,0,1,1
0,32,0,0,1,952.9935889,0,1,1
0,50,0,0,1,2415.525576,1,1,1
0,61,0,2,1,4960.50962,0,1,1
0,41,0,3,1,4828.80077,1,1,0
0,47,1,0,1,13986.24653,0,1,0
0,56,0,1,1,4042.775708,1,1,1
0,56,1,2,0,9825.386669,0,1,1
0,43,0,0,1,1479.271708,1,1,1
0,24,0,0,0,891.099823,1,1,1
0,32,1,4,0,35096.8497,0,1,1
0,38,1,1,0,4924.148514,0,1,1
0,20,0,1,0,3200.123542,0,1,0
0,56,0,0,1,7847.856465,0,1,1
0,38,0,1,1,7589.212122,0,1,0
0,47,0,2,1,15652.27972,0,1,0
0,17,1,1,0,7091.862305,0,1,0
0,35,0,3,0,11566.26331,1,1,1
0,57,1,2,1,15536.81402,0,1,0
0,49,1,2,1,4932.908272,0,0,1
0,24,0,2,0,1661.157709,0,1,0
0,63,1,1,1,6986.37278,0,1,1
0,32,1,2,0,1516.802742,1,1,0
1,46,1,3,1,22373.83012,1,1,0
0,62,0,1,1,7905.731348,1,1,1
0,34,0,0,1,1507.377489,0,1,1
0,36,1,2,0,1478.381367,0,1,0
0,32,1,0,1,1811.376333,0,1,0
0,18,0,1,0,2739.707391,0,1,0
1,60,1,3,1,21091.8284,0,1,0
0,46,1,1,1,4361.102911,0,1,1
0,22,0,3,0,9910.298074,0,1,1
0,18,0,3,0,12778.92685,1,1,0
0,59,0,2,1,4871.005414,0,1,0
0,59,1,3,0,26772.03748,2,1,0
0,24,0,1,1,13091.76881,1,1,1
0,62,1,1,1,4397.431665,2,1,1
0,19,0,0,0,934.900541,0,1,0
0,62,1,2,1,5228.465998,2,1,0
0,32,1,1,0,8055.727723,0,1,1
0,51,0,1,1,5572.567551,1,1,0
0,58,1,4,1,10373.20279,2,1,1
0,44,0,2,1,4891.657364,0,1,1
0,54,1,3,1,6930.35415,0,1,1
0,27,1,0,0,1531.722057,0,1,1
0,30,0,0,0,1215.487461,1,1,0
0,24,0,2,0,1227.872958,0,1,0
0,30,0,2,1,4239.757854,0,1,0
0,45,1,1,1,2157.592066,1,1,0
0,47,0,2,1,10317.99857,0,1,1
0,61,0,1,1,2746.282915,0,1,0
0,45,1,1,0,4799.018454,0,0,1
0,21,0,3,0,13186.95313,0,1,0
0,43,0,3,1,7762.751936,1,1,1
0,41,0,2,1,5092.736669,0,1,1
0,43,0,3,1,15210.03965,0,1,0
0,26,0,1,0,4854.203652,0,1,1
1,52,1,2,1,4180.257176,0,1,1
0,35,1,2,0,9883.252185,1,1,0
0,25,1,2,1,13872.46763,1,1,0
0,41,0,2,1,2189.143371,0,1,0
0,62,1,2,1,1741.496387,2,1,0
0,28,0,3,1,28631.56815,0,1,1
0,51,0,0,1,2187.987806,0,1,1
0,59,1,3,0,9818.80241,0,1,0
0,56,0,0,1,5547.112985,0,1,0
0,47,1,1,1,2780.025615,1,1,1
0,49,1,0,1,1325.301453,1,1,0
0,34,0,2,0,3088.143141,0,1,1
0,46,0,1,1,12094.67217,0,1,1
0,19,1,2,0,23443.82719,1,1,0
0,40,0,1,1,2350.770933,1,1,1
0,53,1,2,1,22396.88837,1,1,1
0,51,1,4,1,9540.163556,2,1,0
0,20,1,1,0,929.2995274,0,1,0
0,45,1,2,1,6577.112496,1,1,1
0,40,1,1,0,8606.278708,1,1,0
0,27,1,2,1,21397.75964,0,1,1
1,40,0,2,1,5593.207448,1,1,1
0,47,1,2,1,6739.599343,1,1,0
0,58,1,2,1,13763.64582,0,1,1
0,47,1,3,1,12866.55897,0,1,0
0,18,0,3,0,18835.41254,0,1,0
0,24,1,0,0,1215.954893,0,1,1
0,24,0,2,0,18994.63219,0,1,0
0,65,1,3,1,13319.1559,0,1,0
0,46,0,2,1,13674.8985,0,1,1
0,43,0,2,1,8187.002534,0,1,1
0,49,0,0,0,916.8135904,0,1,1
0,26,1,1,1,8535.194878,1,1,1
0,63,0,1,1,3632.727516,0,1,1
0,50,1,1,1,1222.009371,0,1,0
1,51,1,1,1,5894.368777,0,1,0
0,26,0,1,0,955.2614249,0,1,1
0,23,0,1,0,7513.398056,1,1,1
0,31,0,3,1,2754.082281,0,1,1
0,40,1,1,1,2224.554973,0,1,0
0,35,0,2,0,15524.81399,1,1,1
0,61,1,1,1,7532.335459,2,1,1
0,59,1,3,1,15442.65959,2,1,0
0,23,0,2,0,5272.997469,1,1,0
0,40,0,2,1,7020.275799,0,1,1
0,28,0,0,0,862.8780608,1,1,0
0,66,1,2,1,18104.0543,0,1,1
0,28,1,3,0,1259.350348,0,1,1
0,48,1,1,1,6371.451549,1,1,1
0,65,1,2,1,8985.107168,2,1,1
0,27,0,3,1,11381.81149,0,1,0
0,33,0,3,1,22725.39385,0,1,0
0,42,0,3,1,2639.946329,0,1,0
0,18,0,1,0,2831.655711,0,1,0
0,21,0,2,0,11271.04492,0,1,0
0,64,0,2,1,13316.66527,0,1,1
0,54,0,1,1,1687.608376,1,1,0
0,45,0,2,1,3754.13703,1,1,1
0,50,0,1,1,6817.423763,1,1,0
0,53,0,1,1,7152.920507,1,1,1
0,37,1,2,1,17519.39093,0,1,1
0,23,1,2,0,1125.592975,1,1,1
0,42,0,0,1,1705.779596,0,1,1
0,51,1,4,1,15297.90023,2,1,0
0,54,0,2,1,2690.78219,0,1,0
0,65,0,2,1,18274.40969,0,1,0
0,21,1,3,0,7353.964159,1,1,0
0,56,0,0,1,953.5319774,1,1,1
0,49,1,1,1,4224.118576,0,1,0
0,26,0,3,1,4889.960297,1,1,0
0,27,1,0,0,3858.970144,0,1,1
0,39,1,4,0,8525.96545,1,1,1
0,33,0,1,0,5219.094667,1,1,1
0,26,0,2,0,10768.74199,0,1,0
0,34,0,0,0,1162.140925,1,1,0
0,22,0,3,1,4830.899582,1,1,1
0,41,0,1,1,1429.726222,0,1,0
0,17,0,0,0,1187.268969,0,1,0
0,57,0,1,0,4888.190977,0,1,1
0,60,0,3,1,19384.23445,2,1,1
0,17,1,0,0,993.0030479,1,1,0
0,25,1,2,0,2253.883977,1,1,1
0,47,1,2,1,2031.709905,0,1,0
0,29,0,2,1,6955.843289,0,1,1
0,22,0,2,0,3054.566724,1,1,0
0,65,1,0,1,953.8725484,0,1,0
0,66,1,3,1,22172.31124,0,1,1
0,27,1,1,0,10444.87066,0,1,1
0,25,1,3,0,3695.026999,0,1,0
0,38,0,2,1,8370.34609,0,1,0
0,57,0,1,1,2549.118336,0,1,0
0,32,1,4,1,14629.90922,1,1,0
0,43,1,2,0,2475.270454,1,1,0
0,44,0,1,1,6775.104594,0,1,1
0,32,1,3,1,2924.319026,1,1,1
0,34,1,3,1,14808.0231,1,1,1
0,59,1,2,1,13482.99007,0,1,0
0,33,1,0,0,1369.988755,0,1,0
0,34,1,2,0,7716.744814,1,1,0
0,48,1,2,1,4520.184657,0,1,0
0,38,1,2,1,6443.20673,0,1,0
0,27,0,2,0,3569.140776,0,1,0
0,43,0,3,0,14237.97525,0,1,1
0,59,1,1,1,7400.413302,0,1,0
0,35,0,0,0,789.5762027,0,1,1
0,42,0,1,1,6698.118187,0,1,1
0,43,0,2,1,3742.952026,1,1,1
0,27,0,2,0,1268.840131,0,1,1
0,17,1,2,0,2927.756847,0,1,0
0,51,1,2,0,8416.201859,0,1,1
0,59,0,3,1,13116.26044,0,1,1
0,36,0,2,0,10169.25873,1,1,0
0,63,1,2,1,7564.035022,0,1,1
0,61,1,1,1,1468.995874,0,1,1
0,33,0,2,1,10120.95033,1,1,1
0,43,1,1,1,1035.343486,0,1,0
0,38,1,3,1,7316.106412,1,1,0
0,17,1,2,0,1205.562947,0,1,0
0,63,0,1,0,8505.006343,0,1,1
0,27,0,2,1,5892.603028,0,1,0
0,61,0,1,1,8611.241131,0,1,0
0,19,0,3,0,11169.07796,0,1,0
0,27,0,1,0,6499.177678,0,1,1
0,20,1,1,0,1665.006216,1,1,0
0,45,0,3,1,17036.89817,0,1,1
0,18,1,1,0,7980.29574,0,1,0
0,34,0,3,1,11855.57123,1,1,0
0,54,1,3,1,12493.17482,2,1,1
0,44,0,2,1,11452.38796,0,1,0
0,65,1,1,1,1626.506151,0,1,1
0,44,1,2,1,3446.024664,1,1,0
0,56,0,1,1,6406.878068,0,1,1
0,20,1,3,0,12525.05727,0,1,0
0,41,1,3,1,14043.09341,0,1,1
0,28,0,2,0,5268.745198,1,1,0
0,24,0,0,1,1707.374554,1,1,1
0,24,1,1,0,8246.964624,0,1,0
0,47,0,0,1,1189.074618,1,1,0
0,58,1,1,1,8177.550151,0,0,1
1,34,1,1,0,6331.434863,1,1,1
0,62,0,0,1,1797.156261,0,1,1
0,19,0,2,0,5503.447886,0,1,0
0,56,0,2,1,4816.986221,0,1,0
0,30,1,3,1,3464.266879,0,1,1
0,56,1,1,0,4829.125245,0,1,1
0,41,0,1,1,2553.468547,0,1,0
0,52,1,1,1,1196.860075,0,1,0
0,28,1,3,0,10819.38306,0,1,1
0,63,0,0,1,2019.715859,0,1,1
0,45,1,3,1,8450.470024,0,1,1
0,56,0,2,1,2628.952709,0,1,1
0,53,0,1,0,2840.179827,0,1,0
0,19,0,1,0,3271.462301,0,1,0
0,61,1,3,1,19457.06274,2,1,1
0,54,0,2,0,19582.06397,0,1,0
0,59,0,0,1,8911.464407,0,1,1
0,55,1,1,1,6125.459233,0,1,0
0,37,1,3,1,15208.79607,0,1,0
0,63,0,3,1,2769.804456,2,1,1
0,20,1,2,0,9075.140609,0,0,0
0,43,0,0,1,1834.770137,0,1,1
0,59,0,0,0,784.6249473,0,1,1
0,53,0,0,1,1861.108003,0,1,1
0,37,1,2,0,18696.45122,0,1,0
0,48,1,3,0,6149.64992,1,1,1
0,55,1,0,0,1225.827495,0,1,0
0,29,1,2,1,4423.800346,0,1,1
0,32,0,0,1,1151.9392,0,1,1
0,57,0,3,1,7690.68679,0,1,0
0,62,0,2,0,5654.537047,0,1,1
0,41,0,3,1,2863.1663,0,1,0
0,53,0,1,1,6153.480272,0,1,1
0,58,1,3,0,3287.827746,2,1,0
0,45,1,0,1,1429.713192,1,1,1
0,41,0,1,1,1331.467203,0,1,1
0,58,0,1,1,11989.60997,0,1,0
0,25,1,2,0,1133.854884,0,1,1
0,50,0,2,1,12755.82257,1,1,0
0,21,0,2,0,4651.610981,0,1,0
0,23,1,0,0,785.5180463,0,1,1
0,57,0,0,1,2286.197133,0,1,0
0,28,1,0,0,4542.744469,0,1,1
0,60,1,1,1,4292.846825,0,1,1
0,37,1,3,1,10710.71003,1,1,0
0,64,0,1,0,8295.50819,0,1,1
0,26,0,3,1,9511.948922,0,1,1
0,32,1,1,1,1281.380233,0,1,1
0,62,0,3,1,7287.380617,0,1,1
0,25,0,3,0,10481.83344,0,1,1
0,63,1,1,1,3217.10359,0,1,1
0,45,1,2,0,2605.045516,0,1,1
0,62,0,2,1,2107.292236,0,1,1
0,19,0,0,0,1068.922063,0,1,0
0,23,1,3,0,21074.56917,0,1,0
0,43,1,2,1,2584.831745,0,1,0
0,32,1,3,1,20452.35998,0,1,1
0,22,1,1,0,7459.932621,0,1,1
0,66,0,1,1,9738.114043,2,1,1
0,19,0,1,0,2218.799998,1,1,0
0,58,1,3,0,19930.85281,0,1,0
0,37,0,2,1,5480.526312,0,0,1
0,57,1,2,1,16979.22065,2,1,0
0,25,0,1,0,2455.584546,0,1,0
0,64,0,1,1,15549.02787,0,1,1
0,29,0,2,1,1202.017736,0,1,0
0,57,0,3,1,13593.83626,0,1,0
0,23,0,2,1,11053.76311,0,1,1
0,42,1,1,0,5525.888126,0,1,1
0,59,0,3,1,11628.49119,0,1,1
0,19,1,2,0,5121.23538,0,1,0
0,24,1,1,0,2988.99799,0,1,1
0,37,0,3,1,3953.223117,0,1,0
0,20,0,3,0,6393.794507,0,1,0
0,58,1,4,0,26507.41937,0,1,1
0,48,1,1,1,7079.063681,0,1,1
0,42,0,1,1,9341.761999,0,1,0
0,34,1,3,1,6241.759684,0,1,1
0,48,0,1,1,2525.873271,0,1,1
0,43,1,0,1,1377.377029,0,1,1
0,49,1,1,0,3777.548588,1,1,1
0,53,1,4,1,5712.515323,0,1,0
0,62,0,1,1,9117.640674,1,1,0
0,36,0,2,0,3701.694354,1,1,0
0,34,0,2,1,4902.861129,0,1,0
0,64,1,2,1,14265.8451,0,1,1
0,53,0,1,1,4754.70872,1,1,1
0,38,1,1,1,1707.260171,0,1,0
0,57,1,3,1,5331.657424,2,1,1
0,52,1,3,0,19887.85387,0,1,1
0,26,0,1,1,10829.39876,0,1,0
0,23,0,2,0,5451.156812,1,1,0
0,44,1,1,1,5330.347023,0,1,0
0,44,0,2,1,4935.669043,1,1,1
0,34,1,2,0,12096.76503,0,1,0
0,50,0,1,1,9461.963374,0,1,1
0,31,1,4,1,28016.09153,0,1,0
0,27,1,2,0,6782.331816,0,1,0
0,41,0,1,1,1449.991414,0,1,1
0,57,1,0,1,2059.150865,0,1,1
0,19,1,3,0,3579.268266,0,1,0
0,24,1,1,0,7482.017501,1,1,1
0,50,1,1,1,3098.173584,0,1,1
0,56,1,2,1,15365.41509,1,1,0
0,40,0,2,0,5274.102987,0,1,0
0,47,0,1,1,1065.51412,0,1,1
0,34,1,1,1,9167.341898,0,1,1
0,32,0,1,0,7899.84871,0,1,1
0,22,1,3,0,6948.936125,0,1,1
0,54,0,0,1,1539.601047,0,1,1
0,41,1,4,1,16831.2166,1,1,1
0,52,0,2,1,1452.339418,0,1,0
0,38,0,1,0,9936.665446,0,1,1
0,36,1,0,1,2150.305449,0,1,1
